description,id,keywords,name,slug,thumbnail_url,cook_time,prep_time,total_time,ratings_negative,ratings_positive,score,protein,fat,calories,sugar,carbohydrates,fiber,owner_id,difficulty,servings,category
A spin on classic banana foster inspired by Latin American cuisine.,6659,", afrolatina, best plantain recipes, how to cook plantains, how to make a frittata, how to make puerto rican cuisine, how to say plantain, plantain, stuffed plantains",Plantain Foster,plantain-foster,https://img.buzzfeed.com/thumbnailer-prod-us-east-1/6e1d17be73704bd1a32e14c2900408e0/BFV71554_Secretingredient3WayswAlexhill_YT_V3.jpg,20,15,35,7,19,74,2,23,731,73,120,6,mymealuser,2,2,
This content is intended solely for users of legal drinking age. Drink responsibly.,6667,"tasty, tasty_contains_alcohol",Bruschetta 3 Ways,bruschetta-3-ways,https://img.buzzfeed.com/thumbnailer-prod-us-east-1/video-api/assets/285680.jpg,31,33,49,2,19,91,7,30,393,2,27,10,mymealuser,1,6,
"Chef Britney from Britney Breaks Bread shares her recipe for gooey, chewy, raspberry swirl blondies. They’re perfect for any occasion, from a casual night in or to share with friends.",6668,,Raspberry Swirl Blondies As Made By Chef Britney,raspberry-swirl-blondies-as-made-by-chef-britney,https://img.buzzfeed.com/tasty-app-user-assets-prod-us-east-1/recipes/957fbd6fd5824e44a8c09de296edef44.jpeg,35,20,55,5,21,81,3,1,218,33,47,0,mymealuser,3,2,
"Celebrate Latinx Heritage Month with sweet, cheesy, crunchy pastelitos de queso as made by bakery owner Vivian Hernandez-Jackson.",6674,,Pastelitos De Queso As Made By Vivian Hernandez-Jackson,pastelitos-de-queso-as-made-by-vivian-hernandez-jackson,https://img.buzzfeed.com/tasty-app-user-assets-prod-us-east-1/recipes/245eb812eae34c53b010bf1319e8744e.jpeg,35,10,45,4,28,88,5,27,508,49,62,0,mymealuser,3,4,
"This isn’t just any date night salad. Tayo kicks it up a notch by frying up sweet plantains to add crunch and an unexpected twist, then pairs them with peppery arugula, creamy avocado, salty pistachios, and a simple honey Dijon dressing to bring it all together.",6686,"coconut curry shrimp, cooking tips, couples cooking, date night, digital date, dinner, dinner date, easy, first date, fried plantain salad, how to make, impressive, instructions, islands, mango guava ombré cocktail, manual, mocktail, nigeria, ocean, recipe, recipes, romantic meal, shrimp, single cooking, tasty, tayo ola, tayoscreation, tropical, tutorial, virtual date",Fried Plantain Salad,fried-plantain-salad,https://img.buzzfeed.com/thumbnailer-prod-us-east-1/2e272057fe8b47d2ad4b6080b912722a/BFV71724_ThePerfectTropicalDinnerForAStaycation_MJC_100520_v05_YT.jpg,8,10,20,5,46,91,8,59,796,30,68,12,mymealuser,2,3,
"The next time you want to impress your date, try this simple yet elegant shrimp curry. It’s creamy and tangy, with the perfect hint of spice.",6687,"coconut curry shrimp, cooking tips, couples cooking, date night, digital date, dinner, dinner date, easy, first date, fried plantain salad, how to make, impressive, instructions, islands, mango guava ombré cocktail, manual, mocktail, nigeria, ocean, recipe, recipes, romantic meal, shrimp, single cooking, tasty, tayo ola, tayoscreation, tropical, tutorial, virtual date",Coconut Curry Shrimp,coconut-curry-shrimp,https://img.buzzfeed.com/thumbnailer-prod-us-east-1/eea1e82285bd48c9920021f324eafb98/BFV71724_ThePerfectTropicalDinnerForAStaycation_MJC_100520_v05_YT.jpg,20,10,30,19,302,95,50,28,552,9,25,5,mymealuser,1,6,
Need pizza in a flash? Stuck in a dorm room with just a microwave? Feeling lazy? We have the perfect 60-second pizza recipe that tastes almost like the real thing. The secret? Canned biscuits!,6702,"6 biscuit hacks, alternative recipes, biscuit bao buns, biscuits from a can, boil, buzzfeed, canned biscuits, cheeseburger bombs, deep fry, dessert, dinner, easy bao, fried ice cream, grill, hacks, instructions, matt ciampa, microwave, microwave pizza, mini pretzels, pan fry, pbj fritters, peanut butter and jelly fritters, pizza in a mug, pretzel bites, recipe, snack breakfast, steam, tasty, tricks, tutorial",Pizza In A Mug,pizza-in-a-mug,https://img.buzzfeed.com/thumbnailer-prod-us-east-1/94293849eb0949bfa7c6c88510ed32db/BFV71390_6WaysToCookCannedBiscuitsWithoutFollowingThePackageInstructions_MJC_YT_FINAL.jpg,1,2,3,50,226,82,44,72,1746,39,238,12,mymealuser,3,2,dessert
"Give your PB & J an upgrade by using canned biscuit dough instead of traditional sandwich bread, then pan-fry in ghee for a crispy, golden crust.",6703,"6 biscuit hacks, alternative recipes, biscuit bao buns, biscuits from a can, boil, buzzfeed, canned biscuits, cheeseburger bombs, deep fry, dessert, dinner, easy bao, fried ice cream, grill, hacks, instructions, matt ciampa, microwave, microwave pizza, mini pretzels, pan fry, pbj fritters, peanut butter and jelly fritters, pizza in a mug, pretzel bites, recipe, snack breakfast, steam, tasty, tricks, tutorial",Peanut Butter & Jelly Fritters,peanut-butter-jelly-fritters,https://img.buzzfeed.com/thumbnailer-prod-us-east-1/16e3a4d32f074e23a70d8356a1430455/BFV71390_6WaysToCookCannedBiscuitsWithoutFollowingThePackageInstructions_MJC_YT_FINAL.jpg,7,3,40,5,37,89,11,56,964,85,108,4,mymealuser,1,3,dessert
"This trick might blow your mind! Steam canned biscuit dough for something similar to a traditional bao bun. Use your imagination to fill the buns with your favorite accoutrements, but we went classic with glazed pork belly and pickled veggies.",6704,"6 biscuit hacks, alternative recipes, biscuit bao buns, biscuits from a can, boil, buzzfeed, canned biscuits, cheeseburger bombs, deep fry, dessert, dinner, easy bao, fried ice cream, grill, hacks, instructions, matt ciampa, microwave, microwave pizza, mini pretzels, pan fry, pbj fritters, peanut butter and jelly fritters, pizza in a mug, pretzel bites, recipe, snack breakfast, steam, tasty, tricks, tutorial",Biscuit Bao Buns,biscuit-bao-buns,https://img.buzzfeed.com/thumbnailer-prod-us-east-1/a942095616504bf1bc35a036b833ba1e/BFV71390_6WaysToCookCannedBiscuitsWithoutFollowingThePackageInstructions_MJC_YT_FINAL.jpg,5,10,20,6,18,75,28,65,1491,38,200,6,mymealuser,1,2,dessert
"Next time you’re craving homemade pretzels, take this shortcut by using canned biscuit dough. They taste just like the real thing and take half the time to make!",6705,"6 biscuit hacks, alternative recipes, biscuit bao buns, biscuits from a can, boil, buzzfeed, canned biscuits, cheeseburger bombs, deep fry, dessert, dinner, easy bao, fried ice cream, grill, hacks, instructions, matt ciampa, microwave, microwave pizza, mini pretzels, pan fry, pbj fritters, peanut butter and jelly fritters, pizza in a mug, pretzel bites, recipe, snack breakfast, steam, tasty, tricks, tutorial",Mini Pretzel Bites,mini-pretzel-bites,https://img.buzzfeed.com/thumbnailer-prod-us-east-1/f996ecc29d7e470a956dcb8000ca71f8/BFV71390_6WaysToCookCannedBiscuitsWithoutFollowingThePackageInstructions_MJC_YT_FINAL.jpg,7,2,10,17,40,71,7,19,397,9,49,1,mymealuser,3,2,dessert
Stuff your favorite cheeseburger ingredients into canned biscuit dough and grill for handheld burgers without the sloppy mess!,6706,"6 biscuit hacks, alternative recipes, biscuit bao buns, biscuits from a can, boil, buzzfeed, canned biscuits, cheeseburger bombs, deep fry, dessert, dinner, easy bao, fried ice cream, grill, hacks, instructions, matt ciampa, microwave, microwave pizza, mini pretzels, pan fry, pbj fritters, peanut butter and jelly fritters, pizza in a mug, pretzel bites, recipe, snack breakfast, steam, tasty, tricks, tutorial",Grilled Cheeseburger Bombs,grilled-cheeseburger-bombs,https://img.buzzfeed.com/thumbnailer-prod-us-east-1/11dc0e7dee04417391c0d06756f552ad/BFV71390_6WaysToCookCannedBiscuitsWithoutFollowingThePackageInstructions_MJC_YT_FINAL.jpg,30,10,50,11,297,97,39,71,1578,36,198,6,mymealuser,2,3,dessert
"These ice cream bombs are worth the wait! Delicious vanilla ice cream is wrapped inside canned biscuit dough, then deep fried to create a crunchy-on-the-outside, creamy-on-the-inside frozen treat. Don’t forget the garnishes for extra decadence!",6707,"6 biscuit hacks, alternative recipes, biscuit bao buns, biscuits from a can, boil, buzzfeed, canned biscuits, cheeseburger bombs, deep fry, dessert, dinner, easy bao, fried ice cream, grill, hacks, instructions, matt ciampa, microwave, microwave pizza, mini pretzels, pan fry, pbj fritters, peanut butter and jelly fritters, pizza in a mug, pretzel bites, recipe, snack breakfast, steam, tasty, tricks, tutorial",Deep-Fried Ice Cream,deep-fried-ice-cream,https://img.buzzfeed.com/thumbnailer-prod-us-east-1/721c305505b148ef844a6a999f65bbfc/BFV71390_6WaysToCookCannedBiscuitsWithoutFollowingThePackageInstructions_MJC_YT_FINAL.jpg,10,5,375,12,42,78,11,56,964,85,108,4,mymealuser,3,5,dessert
"In this recipe, fresh pasilla chiles are roasted over an open flame and stuffed with queso fresco, then stewed in a rich, creamy white sauce for a decadent take on a classic Mexican dish.",6712,,Chiles Rellenos,chiles-rellenos,https://img.buzzfeed.com/tasty-app-user-assets-prod-us-east-1/recipes/9d56a505fe9043a28d93416a5bef2fc9.jpeg,33,0,63,34,34,50,44,73,899,12,16,0,mymealuser,1,3,
"Make these cute, festive cupcakes for the Disney lovers in your life! They’re delicious, easy, and just plain fun to decorate. If making buttercream from scratch scares you, feel free to substitute canned frosting–either one works great!",6713,,Minnie Mouse Halloween Cupcakes,minnie-mouse-halloween-cupcakes,https://img.buzzfeed.com/thumbnailer-prod-us-east-1/e85498dadf6e442f85a28abfc35e7ecf/Final.jpg,20,10,40,7,52,89,7,14,622,73,117,1,mymealuser,2,3,
"Katie recreates the poison apple from Snow White, but gives it a Halloween twist by drawing a creepy, spooky green face on it. Don’t let making candy apples from scratch scare you–they only take a few ingredients and are easier than you think!",6714,,Snow White Poison Candy Apples,snow-white-poison-candy-apples,https://img.buzzfeed.com/thumbnailer-prod-us-east-1/afdae3aa55d3473d946573189dc4dfcc/Final.jpg,20,10,35,8,54,88,11,56,964,85,108,4,mymealuser,3,5,
"Turn your favorite Monsters, Inc. character into the cutest dessert you’ve ever seen. Katie upgrades boxed cake mix with extra eggs and milk to create a rich, decadent chocolate cake base. She then pours a creamy white chocolate ganache over top and decorates with candy melts to bring Mike to life.",6715,,Mike Wazowski Dome Cakes,mike-wazowski-dome-cakes,https://img.buzzfeed.com/thumbnailer-prod-us-east-1/5fcf2fd5015c49f48f123774c97353eb/Final.jpg,15,15,60,9,31,78,11,56,964,85,108,4,mymealuser,2,6,
"Looking for a way to spookify your Halloween in a fun way? Katie turns one of Disney’s classic characters into a mummy in a delicious, unexpected way.",6716,,Mickey Mummy Macaron,mickey-mummy-macaron,https://img.buzzfeed.com/thumbnailer-prod-us-east-1/791af5cc61fa4a66911fb03bb7fd09d0/Final.jpg,20,30,110,17,63,79,10,33,678,83,92,3,mymealuser,1,4,
"Music artist, <a href=""https://www.instagram.com/roywoods/"">Roy Woods</a>, shares how to make this flavorful Cajun seafood pasta.",6718,,Cajun Seafood Pasta,cajun-seafood-pasta,https://img.buzzfeed.com/tasty-app-user-assets-prod-us-east-1/recipes/d003433fdbd542f7a3bcc5e212b78ad6.jpeg,45,10,60,8,134,95,62,52,942,8,66,5,mymealuser,2,3,
"It’s a red hot, cheesy twist on a classic dinner favorite. Dig into this pot pie that’s full of everything you love about buffalo chicken. We recommend saving room for seconds.",6719,"buffalo, cast iron, chicken, chicken pot pie, how to cook chicken, pan, pie, pot pie, savory, tasty, tastyrecipes ",Cast Iron Buffalo Chicken Pot Pie,cast-iron-buffalo-chicken-pot-pie,https://img.buzzfeed.com/thumbnailer-prod-us-east-1/video-api/assets/288021.jpg,40,10,70,2,33,95,24,23,338,3,7,0,mymealuser,2,3,
"These piggy steamed buns are almost too cute to eat! The buns are equal parts art project and dessert, with a melty, delicious chocolate filling. Want to try other fillings? Stay sweet with taro or red bean, or go savory with the pork or veggies!",6742,,Chocolate-Stuffed Piggy Buns,chocolate-stuffed-piggy-buns,https://img.buzzfeed.com/thumbnailer-prod-us-east-1/2d9051f93d6a4205ad3dba8a6e05f94a/YT_Final.jpg,9,30,140,19,129,88,2,4,113,6,16,0,mymealuser,2,2,
"These steamed red bean-stuffed panda buns are almost too cute to eat! Fill all the buns with red bean paste, or experiment with your favorite fillings.",6743,,Red Bean-Stuffed Panda Buns,red-bean-stuffed-panda-buns,https://img.buzzfeed.com/thumbnailer-prod-us-east-1/c24af990ae4b439f80ea0e8f307ea9d3/YT_Final.jpg,9,30,140,15,82,85,2,0,88,8,19,0,mymealuser,3,6,
"These taro-stuffed hedgehog buns are both adorable and delicious! Enjoy as a quick snack, or serve as an adorable dessert.",6744,,Taro-Stuffed Hedgehog Buns,taro-stuffed-hedgehog-buns,https://img.buzzfeed.com/thumbnailer-prod-us-east-1/6b100040de864455b12f426c47751034/YT_Final.jpg,9,30,140,9,39,82,1,0,85,6,17,0,mymealuser,1,6,
"Up your bao game with these cat-shaped pork buns. They’re savory, filling, and fun to make!",6745,,Cat-Shaped Pork Buns,cat-shaped-pork-buns,https://img.buzzfeed.com/thumbnailer-prod-us-east-1/ff1682969539447a9afdde0f54495745/YT_Final.jpg,10,30,140,7,87,93,3,2,78,2,11,0,mymealuser,2,2,low-carb
"These cow-shaped veggie buns are the cutest way to get in your serving of veggies! Not a fan of mushrooms? Swap in your favorite vegetable, like carrots or potatoes. Want to make it vegan? Swap out the milk in the dough for water!",6746,,Cow-Shaped Veggie Buns,cow-shaped-veggie-buns,https://img.buzzfeed.com/thumbnailer-prod-us-east-1/86946a921aa64e278176f1e7b7d199c9/YT_Final.jpg,9,30,39,9,65,88,1,0,60,2,11,0,mymealuser,2,2,low-carb
"This ultimate dessert makes an unforgettable impression, a jaw-dropping cake that’s two desserts in one. Chocoflan, a Mexican dessert, is known as “The Impossible Cake” because the cake and the flan layers never mix and actually switch positions during baking. It’s chocolate cake on the bottom, flan on top, with a drizzle of cajeta (caramelized goat’s milk) or caramel for full-on #dessertgoals.",6847,,Chocoflan As Made By Marisel Salazar,chocoflan-as-made-by-marisel-salazar,https://img.buzzfeed.com/tasty-app-user-assets-prod-us-east-1/recipes/3959a41574554d8ab32423fff6be966e.jpeg,130,10,250,3,48,95,14,25,618,59,83,1,mymealuser,1,2,
"Cheese makes everything better! These cheesy griddled queso-tacos are going to be your new go-to recipe for any time of the week. This is a perfect recipe for substituting any protein or vegetable in place of the chorizo. I hope you enjoy this as much as I do. You can buy chorizo or make your own by mixing together the spices and ground pork. Either will work great in this recipe!	If you haven't had a habanada pepper, try one–they will change your life. Check out your local farmers’ market and make this salsa this weekend.",6852,,Crispy Chorizo & Cheese Taco-Quesadillas With Simple Salsa,crispy-chorizo-cheese-taco-quesadillas-with-simple-salsa,https://img.buzzfeed.com/tasty-app-user-assets-prod-us-east-1/recipes/252e13da0c354c83b6563874e15f9425.jpeg,54,52,56,5,28,85,48,58,850,8,37,9,mymealuser,3,2,
"Learn how to make Madame Ginger’s authentic portokalopita, or Greek orange phyllo pie. Fresh orange batter entwined with buttery phyllo dough brings you to a custardy heaven you never thought possible.",6858,,Portokalopita,portokalopita,https://img.buzzfeed.com/thumbnailer-prod-us-east-1/video-api/assets/290385.jpg,60,30,90,5,30,86,12,26,635,52,91,4,mymealuser,3,5,
"Ube is a purple yam, similar in texture to a potato, but with sweet, nutty flavor. It’s often used in Filipino desserts, some savory dishes, and even drinks. It’s one of Chef Jae’s favorite ingredients--here, she highlights the flavor in these vibrant ube cakes topped with cream cheese filling, cake crumbs, and sweet ube glaze.",6862,,Ube Keyks As Made By Chef Jae,ube-keyks-as-made-by-chef-jae,https://img.buzzfeed.com/tasty-app-user-assets-prod-us-east-1/recipes/7a273e657a09481c84614b828c28d037.jpeg,12,25,37,11,32,75,11,56,964,85,108,4,mymealuser,1,6,
Melania Trump’s star-shaped butter cookies are festive and fun! The dough is rolled thin to make cookies with a crispy texture that’ll give you that satisfying crunch.,6864,", baking, election, first lady, first lady cookies, president",Melania Trump’s Sour Cream Star Cookies,melania-trumps-sour-cream-star-cookies,https://img.buzzfeed.com/thumbnailer-prod-us-east-1/b66011aff3724ed2b7463d2d7ba58061/BFV72820_FirstLadyCookies_YTv6.jpg,10,45,55,0,0,,0,0,16,2,2,0,mymealuser,2,3,
These aren’t your average chocolate chip cookies. The Clinton’s incorporate old-fashioned oats into their cookie dough for added texture.,6865,", baking, election, first lady, first lady cookies, president",Clinton Family’s Chocolate Chip Cookies,clinton-familys-chocolate-chip-cookies,https://img.buzzfeed.com/thumbnailer-prod-us-east-1/61a831dd996448ba8e8bd96483d9dbf7/BFV72820_FirstLadyCookies_YTv6.jpg,40,15,60,0,0,,2,12,191,9,19,1,mymealuser,1,5,
